category	text
unknown_state	1:28 to 1:32.....eee bgm evdeyo kettitundallo...ente sunny chechi(laila o laila)
unknown_state	മാവേലിയേക്കാൾ കൂടുതൽ ഇട്ടിച്ചന്റെ വരവിന് കാത്തിരിക്കുന്നവർ ഉണ്ടോ
not-malayalam	3.1k dislikes... What a world
Positive	Wokinu edayilum vannu trailer kanunna arokeyund
Positive	ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha
Positive	padam vere level aanu  big B ye kaalum mass aanu
Positive	ഫ്രഷ് കോമഡി ആണല്ലോ ചിരിച്ചു ചിരിച്ചു ചാവാറായി
Negative	തല ഒന്ന് സ്കാൻ ചെയ്തു നോക്ക് തലച്ചോറും കാണാൻ സാധ്യത ഇല്ല
Positive	ചാക്കോച്ചൻ,ഭാസി,മാത്യു തോമസ്,സുഷിൻ  ശ്യാം,ഷൈജു ഖാലിദ്,മിഥുൻ മാനുൽ...പ്രതീക്ഷ വയ്ക്കാം....പിന്നെ big brotherinem,ഷൈലോക്കിനേം,ട്രെൻഡിങ്ങിൽ നിന്ന് താഴേക്കിറക്കും മിക്കവാറും Edit- karikku kondupoi trending
Positive	കേട്ടു കൊണ്ടിരിക്കുമ്പോൾ ഒരിക്കലും തീരാതിരുന്നെങ്കിൽ എന്ന് ആഗ്രഹിച്ചുപോയ പാട്ട് .... എന്നാ ഫീലിങ്ങാ 🥰
unknown_state	Aval aa kadele freezer il alle.  Ithipo kadha motham ondallo trailer il.
Negative	Keralathile ella sudappikaleyum ivide onnichu kanam
unknown_state	Filim powlicum ennu abiprayam ullavar evidey like chayu
unknown_state	മാമാങ്കം സിനിമയുടെ ആദ്യ ദിന പ്രേക്ഷക പ്രതികരണം കാണാം Mamangam FDFS Theatre Response | Mammootty | Unni Mukundan | Achuthan | Anu Sithara | Prachi Thelan
Negative	വല്ല പറമ്പിലും കാണും... ഒന്നു തപ്പി നോക്ക്.... ഇതൊക്കെ ഒരു പാട്ടാണോ
unknown_state	ഇത് ലിന്റോന്റെ edit അല്ല... എന്റെ ലിന്റോ ഇങ്ങനെ അല്ല എഡിറ് ചെയ്യാ...
Positive	Wow.... എന്നാ ഒരു ഗൃഹാതുരത്വം ആട ഉവേ..
Mixed_feelings	Pala bgm um ketta pole thonnunundelum kidu feel
unknown_state	65 k ലൈക്‌ 16 k view hangayi
Positive	Entae ponno ഏജാതി പടം powlio poli oro സീനും അറിയാതെ കൈയടിച്ചു പോകും,,, ഷൈൻ മച്ചാൻ ചുമ്മാ powliyanu,,,, ചളി ഇല്ലാത്ത കോമഡി സീൻ പടത്തിന്റെ ലെവൽ തന്നെ മാറ്റി,,,
Positive	തനിക്കു ഡാൻസ് വഴങ്ങില്ല എന്ന് മറ്റാരേക്കാളും നന്നായി അറിയാവുന്ന ആൾ തന്നെ കഥാപാത്രത്തിന് വേണ്ടി ഇത് ചെയ്തു എങ്കിൽ അഭിനന്ദനങ്ങൾ.. ഒട്ടും ബോറല്ല.
Negative	Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!
unknown_state	ഞാൻ മാത്രമാണോ ഇത് വീണ്ടും വീണ്ടും ഇരുന്നു കാണുന്നത്  അല്ലെങ്കിൽ ഒരു ലൈക്‌ തന്നൂടെ
Negative	Asooya paadilla. Abrahaminte Santhathikale ivde kandillallo?  Thallu aanenkilum ithupolonnu ethikk. Ennit ivde vaa :
Positive	Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗
Positive	Mammootty fans polum like adichu pokum adaru trailer
Positive	pinnem pinnem kaanaanu.... mathiyaavanillaaaa.... katta waiting thudangiii ..... പൊളിച്ചടക്കണോട്ടാ......
Negative	Aaruvaadee dislike adich ponath ithrakk kazhappoo
unknown_state	Ente line ente Peru helan ennanu 🤩
Positive	മാമാങ്കത്തില്‍ മാസ് പോര വിചാരിച്ച level എത്തിയില്ല എന്ന് പറഞ്ഞ മക്കള്‍ അറിയാൻ🤫 പക്കാ മാസ് entertainment കാണിച്ച് തരാൻ മറ്റന്നാൾ ഒരു മൊതല്‍ ഇങ്ങ് എത്തും 🤩 The money lender  Shylock
unknown_state	എനിക്ക് ഒരു 144 LIKE theramo plsss
Positive	എന്റെ പൊന്നോ പക്കാ ഡയറക്ഷൻ നിവിനിൽനിന്നും ഇത്രയും പ്രദിക്ഷിച്ചില്ല
Positive	Oru rakshayumilla lalettan and rajuvetta polichu
Positive	Vadakkan veeragaadhayileyum pazhassirajayileum kanakku allathe puthiya oru thalathil mammookkaye thannathinu nandhi
unknown_state	Nammade trailer iniyum reach aakaan undu. Maximum time kanuka. Maximum iniyum Share cheyyuka
Positive	Ijjjathi make over and look Vera arkund
Negative	Adipoli...... cinema ini kanenda karyamillla
Mixed_feelings	കണ്ണോണ്ടു ചൊല്ലണ് എന്ന പാട്ട് പോലെ തന്നെ
unknown_state	Venjaramoottil suraj inte piller ivde come on
Negative	ഇതെന്തോന്ന് പുത്തൻ പണം സെക്കന്റ്‌ പാർട്ട്‌ ആണോ
Positive	വെയ്റ്റിംഗ് ഫോർ മൈ സാന്റാ  ദിലീപേട്ടൻ ഇസ്‌തം
Positive	*Malayalam cinema ക്കും malayalam subtitle വെക്കേണ്ടിവരുമോ*  Poli item
Mixed_feelings	Sadharana paattu hit ayal film pottum,.. appol njan paranju varunnathu....  athe athu thanne... Jimikki hit ayappol..... padam potti...  ithu ippo paattu potti... appol padam......
Positive	Powli trailer  Ikka oru rakshayum illa kidu
Positive	Ippol thanne ethra pravashyam Kandu ennu enikkariyilla
unknown_state	Onnil kooduthal kandaavar ividea like adikk..nan.matram ano
not-malayalam	Marakkar           Like  Mammangam comment:-)
unknown_state	Daa avaluda mookuthi aarankilum kandittundankil yaduth kodthaar
Negative	Engane unlike cheyyan thonnanu....ee kanikkunath Kerala police nte motham avasta aanu .....
unknown_state	cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??
Mixed_feelings	Dey oru 100k like engilum വേണം ടീസറിന് 2 ദിവസം മുന്നേ പ്രീമിയർ ഇട്ടതാണ്
Positive	Bahubaliyumayi kattakk nikkan pattiya padam. Mammmookka U are still young
Positive	Lucifer num katta support  Eni Madura raja kkum katta support  Thalapathy lovers Kerala
unknown_state	Ethile fight scene kaanaan akrahikkunnavar like
not-malayalam	Ada paavigala idho edho youtube advertisement nu illada naan swipe pannitu poiten
Positive	ഓണം ഇ ഇട്ടിമണിയും പിള്ളേരും ഇങ് എടുക്കുവാ.
Positive	ഇനി വെറും മണിക്കൂറുകൾ മാത്രം കട്ട വെയ്റ്റിംഗ്
not-malayalam	Best wishes megastar..from Shivarajkumar fans  Karnataka
unknown_state	Ee movie pottiyal njan pine Malayalam movie kanoolaa...
not-malayalam	Love me again song singer
unknown_state	മൂവി കണ്ടിട്ട്   ശ്രീനാഥ് ഭാസി   ഫാൻ   ആയവർ  എത്ര പേരുണ്ട്?
Negative	Lokal poyi Madhura raja teaser kanada
Negative	സംഭാഷണം ശരിയല്ല. അതിനു നമ്മുടെ ഇക്ക വേണം മക്കളെ. ഇക്കാന്റെ വരവ് തന്നെ ഒരു ഒന്നൊന്നര വരവാ.
Positive	Addipoli song.... ethra kettatum mathiyaavunnilla sathyam..
unknown_state	0:39 ഇതൊക്ക എവിടെ ജനിച്ചത് ആണാവോ???         ചൈനേല്
Mixed_feelings	0:11 kandittu ariyaand chirichu poyi... Ethaayalum trollil Kanda athrakku mosham onnum alla ennu manasilayi..
Positive	Ente ponnu ikka nigal vere level aanu
unknown_state	ചേച്ചിയെ ആ കണ്ണൊന്നു തുറന്നു നോക്ക്.... അത്  അവിടെ തന്നെയുണ്ട്... ശെടാ...  ഇത് വല്ല്യ കഷ്ടയല്ലോ....
unknown_state	Ithe e varesham vallo irangumo...... 🤔🤔
unknown_state	ട്രെൻഡിങ് No.1 ആയതിനു ശേഷ വീണ്ടും കാണാൻ വന്നവർ ഉണ്ടോ
Negative	enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann
Positive	ജോഷി സ൪ തന്നോടു തന്നെയാണ് മത്സരിക്കുന്നത്.Introvert ആയ ഈ മനുഷ്യ൯ ഒരു അത്ഭുതമാണ്.
unknown_state	ആരെങ്കിലും   അത്  എടുത്തിട്ടുണ്ട് എങ്കിൽ തിരിച്ചുകൊടുക്കു
Positive	Vimarshakarpolum Rahashyamaayi Arathikunna nammude mammukka superaan
Positive	Trailer il എടുത്തു പറയേണ്ടത് ഇതാണ് “ ഗോപി സുന്ദർ പൊളിച്ചു അടിക്കിയിട്ടുണ്ട് ”. വേറെ ലെവൽ BGM [background music]
unknown_state	കാത്തിരിക്കുന്നു ആ പഴയ ലാലേട്ടന് വേണ്ടി നല്ല അസ്സൽ അച്ചായൻ കട്ട ലാലേട്ടൻ ആരാധകർക്ക് Like  അടിക്കാനുള്ള ഇടം
Positive	ആദ്യം ലൈക്‌ പിന്നെ വിഡിയോ കാണും. മമ്മൂക്കയുടെ ഏത് വിഡിയോ ഇറങ്ങിയാലും ഞാൻ അങ്ങനെയാ. ഇക്ക ഉയിർ.
Positive	Lalettan kiduki ithu verum mass alla marana mass   FDFS ne pwolikane......  Appo engane ettan fans
Mixed_feelings	സിദ്ധിക്ക് ആണ് വലിയ പ്രതീക്ഷ ഒന്നും വേണ്ട
Positive	യാഥാർത്ഥ്യങ്ങളിൽ നെയ്ത് പ്രതികാരത്തിൽ തീർത്ത വിസ്മയ ചിത്രം ആയിരിക്കും മാമാങ്കം,🤩 -മമ്മൂട്ടി
Negative	Cinema Kandavar orikkalum cinema hit ennu parayathilla
unknown_state	Rajuvettan fans Report cheyyu ivide ..
Positive	മലയാള സിനിമ ഇത് എന്തിനുള്ള പുറപ്പാടാ. amazing
Negative	കോപ്പിലെ പാട്ട് പഴശ്ശി രാജയിലെ പാട്ട് ന് മുകളിൽ നില്കുമെന്നു ആണ് ഞാൻ കരുതിയത്.. നിരാശപ്പെടുത്തി പാട്ട് .. പ്രേക്ഷകർ ആദ്യം കാണാൻ ഉദേശിച്ചത്‌ ഇക്കയുടെ നല്ല ഒരു സൊങ്ങ് ആണ്.....
unknown_state	ഫഹദ് ഇക്കയെ കാണാൻ വേണ്ടി  Trailer കണ്ടവർക്ക് അടിക്കാനുള്ള ലൈക്
Negative	Enikku matramano thonunnu .... ee song ee cinemakku ashvishyam illennu ? 🤔
Negative	ee padathinu reach kuravanu.Trailerum pora.Pottum ennulla karyam guarantee.pinne fans vannu enne choriyan nikkenda.Sathyam ithaanu
unknown_state	ഇതിൽ ഇപ്പൊ ആരാ വില്ലൻ ആരാ നായകൻ
Negative	Ingere guhanennokke vilikkunnavarodu onne parayaanullo ingerude ee agil ningal onnukil bedil kaalaneyum kaathu allenkil photo aayi chuvaril
unknown_state	Kanjaavu business nashtathilaayappol daddy girija kallavaattu business thudangi.
unknown_state	സത്യം പറ അബ്ദു വേഷം മാറി വന്നതല്ലെ
Negative	Ee shareeramulla manushyanevech ee padam cheydh kulamakarudh plees
Negative	നെഞ്ചിലെ ചങ്കിടിപ്പായിരുന്നു ലാലേട്ടൻ...  ഓരോ പടത്തിനും കാത്തിരിക്കുമായിരുന്നു ലാലേട്ടാ.. പക്ഷെ, ഇങ്ങക്ക് ഇപ്പൊ ചാണകത്തിന്റെ മണമാണ്.  എന്തിനും ഏതിനും ബ്ലോഗെഴുതുന്ന ഏട്ടന് ഞങ്ങൾ പിള്ളേർ തെരുവിൽ ചാകുമ്പോൾ മിണ്ടാട്ടമില്ല.  ലാലേട്ടാ, ഇനി ഏട്ടന്റെ പടത്തിന് തിയേറ്ററിൽ വന്ന് കാണാൻ ഞങ്ങളില്ല. ഇങ്ങനെയെങ്കിലും ഞങ്ങൾ പ്രതിഷേധിക്കണ്ടേ? എന്നാലും Tv യിൽ വന്നാൽ കാണും.   #SorryLalettan
Negative	ഈ  കൂറ  പാട്ടിന്റെ  വരികൾ  മോശം  തന്നെയാണ്  പിന്നെ  ഫാൻസുകാർ  എന്തിനാണാവോ  കലാരൂപം  എന്നൊക്കെ  പറഞ്ഞു  നടക്കുന്നത്?  വരികൾ ശ്രദ്ധിക്കണം  തട്ടാതി  തങ്കത്തിൽ  തീർത്ത  മൂക്കുത്തി  കണ്ടില്ല  പിന്നെ  അലമാരയിൽ  കണ്ടില്ല  തുണിയിൽ  കണ്ടില്ല  എന്നൊക്കെയാണ്  പിന്നെ  ആ  പെണ്ണുങ്ങൾ  തന്നെ  മൂക്കിൽ  തൊട്ടു കൊണ്ടു  കാണിക്കുന്നുണ്ട്  നല്ലതാണേൽ  നല്ലതാണെന്നു  പറയണം  അല്ലേൽ  അല്ലെന്നു
