category	text
Mixed feelings	@VARAPRASAD K K guru yaru yargu kadime illa
Positive	Idu charitre baryuva..Narayana..
Positive	Avane nodri sriman narayan love from belagavi
Positive	ಧ್ವನಿ ಅದಲಾ ಅದು nಉತ್ತರ ಕರ್ನಾಟಕದ ಭಾಷೆಯಲ್ಲಿ ಮಿಂದ nಕಂಚಿನ ಕಂಠದ ಹೆಮ್ಮೆ
Negative	@VARAPRASAD K K neen tunne chipake kayak illa
Negative	@Mahantesh Goudar ಮೊದಲು ಕನ್ನಡವನ್ನು ಸರಿಯಾಗಿ ಟೈಪ್ ಮಾಡುವುದನ್ನು ಕಲಿರಿ ಆಮೇಲೆ ಧರ್ಮದ ಉಪದೇಶ ಮಾಡಿ plzzzzzz
Negative	Sari guru nan Rc nodod irli ninu illi bandiro cmnts nodu ninge gotthagutthe
Negative	Gultu kuda same problem face madittu
unknown state	@AKSHAY ANAND
Positive	ದಿಯಾ  ಅಧ್ಬುತ ಸಿನೆಮಾ .. ಬರೆಯುತ್ತಾ ಹೋದರೆ ತುಂಬಾ ಬರಿಬೇಕು ಅನ್ಸುತ್ತೆ .... ಭಾವನಾತ್ಮಕವಾಗಿ ಸಿನೆಮಾ ಕೊನೆಯವರೆಗೂ ಎಳೆದುಕೊಂಡು ಹೊಗುತ್ತೆ..  ಸಿನೆಮಾ ಗೆದ್ದಿದೆ..
not-Kannada	Do theen din me aa jayegi bhai
unknown state	Hang aytu
Positive	I like mindrika
Positive	Tik tok ban agleee beku
Mixed feelings	Upendra tara ideas eroru PM
Positive	U r a real indian I am full support to kannada..n.nKarnataka
Negative	ಇದೆಲ್ಲ ಪಬ್ಲಿಸಿಟಿ stunt ಇವ್ರ ಅಪ್ಪ ಮಾಡಿದ್ ದುಡ್ಡೇಲ್ಲ ಚಿಂದಿ ಉಡಾಯ್ಸಿ ಇವಾಗ ಕಳ್ಳ ಕಣ್ಣೀರ್ ಹಾಕ್ತಾವ್ನೆ
Negative	Ivnu soole maga pakka. Ivnu yash fan bandu hen kelsa madthavne nodro soole maga
Positive	Next song yavaga release madtira nWaiting🤗
Positive	Egina youth's ge spoorthy sir nivu Devaru nimge ayyasu aarogya channagi kodli
not-Kannada	RAKSHIT SHETTY style awesome
Positive	Akhilanda koti brahmand nayaka simple star
not-Kannada	All The Best For D Boyzzzzzz
Positive	Thank u thank u so much
Mixed feelings	Guru nin voice en guru adu ha ha bombat__ series agi ond heltini nanage enadru nim videos inda nakku nakku hotte novu bandre neeve javabdari helidini
not-Kannada	Supper  supper
not-Kannada	Good story teller. Awesomeeeee
Positive	Krishna daliya Krishna Modi ke geet
Negative	Sak sak thika muchrole.. Aathara career change yenagalla laude nan makla hog kelsa nodi
Negative	@sujith naik ninigeno tika uri kothi tunnege huttidone tika muchkond irbeku ashte
not-Kannada	@Mohin Kolur lol
Positive	ಜನ ಮರುಳೋ ಜಾತ್ರೆ ಮರುಳೋnಅಂದಹಾಗೆ....nಬೇರೆ ಭಾಷೆಯ ಚಿತ್ರಗಳನ್ನು ನೋಡಿnಸೂಪರ್
not-Kannada	Super ri boos
not-Kannada	Salute to you sir
unknown state	ASN
Positive	ಸರ್ ಅದು ಗೆದ್ದೇ
not-Kannada	Super Song...
not-Kannada	Mind blowing song...
Positive	ಇದು ನಿಜಾನಾ ಗುರುವೇ
not-Kannada	Well said... That's an amazing idea like KGF did.
Negative	ಮೊದ್ಲು ಡಿಲೀಟ್  ಮಾಡ್ರೋ ಯಾವನು ಯವಳು  ಹಾಕೊಂಡಿದೀರಾ tiktok ಲೇ ದೇಶದ್ರೋಹಿಗಳ ಡಿಲೀಟ್ ಮಾಡ್ರಲಾ ಚಪ್ಪರ್ಗಳ  ಚೀನಿ ಆಪ್ ಗಳು ಯಾವು ಇದಾವೆ ಎಲ್ಲಾ ಮಾಡ್ರೋ ಈ ವಿಡಿಯೋ ದಲ್ಲಿ ಕೆಲವೊಂದು ಕಚಡಗಳು ಮಾತಾಡಿದವಲ್ಲ ಅವು ದೇಶದ್ರೋಹಿಗಳು ಸುಟ್ಟಾಕ್ರೋ ಅವರ್ನೆಲ್ಲ
Mixed feelings	Yava game idu
Positive	Super anna nim matu...
unknown state	One side
Positive	Trailer Kooda 6 dina Trending alli ittu
Positive	ಮಧ್ಯ ಪ್ರದೇಶದಲ್ಲಿ ಕೂಡ ಓರ್ವ ಮಹಿಳೆಗೆ  ಮಹಾಭಾರತದ ಅಶ್ವತ್ಥಾಮ ಎಂದು ಪರಿಚಯ ಮಾಡಿಕೊಂಡು ಮತ್ತು ಅವಳಿಗೆ ಮಹಾಭಾರತದ ಸನ್ನಿವೇಶಗಳ ವಿಡಿಯೋವನ್ನು ಆ ಮಹಿಳೆಯ ಮನೆ ಗೋಡೆ ಮೇಲೆ ಮಹಾಭಾರತದ ದೃಶ್ಯಗಳನ್ನು ಬರುವ ಹಾಗೆ ಮಾಡಿದ್ದನಂತೆ ಹಾಗೂ ಅವಳಲ್ಲಿ ನೀನು ಯಾರಿಗೆ ಹೇಳದೇ   nಈ ದೃಶ್ಯ ನೋಡಬಹುದು. n     ಇಲ್ಲವಾದಲ್ಲಿ ಹೇಳಿದರೆ ಈ ದೃಶ್ಯ ಕಾಣುವುದಿಲ್ಲ. nಆದ್ದರಿಂದ ನೀನು ನನ್ನ ಮಾತಿನಂತೆ ನಡೆಯಬೇಕು ಎಂದು ವಚನ ತೆಗೆದುಕೊಂಡು ಅಲ್ಲಿಂದ ಅದೃಶ್ಯವಾಗಿದ್ದಾನಂತೆ. .....!
Negative	@prithvi nayak haiwan  utteflop
Positive	ಗೆಳೆಯ ಚಿತ್ರದಲ್ಲಿ ಕಿಶೋರ್ ಜೊತೆಗಾರರಿಗೆ ಹೇಳುವ ಒಂದು ಡೈಲಾಗ್ ಇದೆ...ಹುಡುಗ ಬೇಕಾಗ್ತಾನೆ ಇಟ್ಕೊಳ್ರೋ...!n    Dynamic Prince is Back with Damn Look.
Positive	Neev mado pratiyond videos galu mukake ekda tegdu oddag irutte bidi bro and nim voicenim big fan agbitidivi bro......
Mixed feelings	Wait madappa ...
Positive	ಅದ್ಬುತವಾದ ಮಾತುಗಳು ಆಡಿದಿರಿ ನೀವು ..Mast maga Ni best maga
Positive	Spr ಜೈ ಡಿ ಬಾಸ್
not-Kannada	Super bro 🤣🤣🤣🤣
Positive	Dia is wonderful movie. Innu ee fimina hangover alle idini. Idu highest  IMDB rated kannada movie  9.4
not-Kannada	Gentlemen full movie linkn
not-Kannada	Nice voice bro
Positive	ಸುಂದರವಾದ ಹಾಸ್ಯ ಕಥೆ
not-Kannada	Music superrr addicted
Positive	Plz rerelease movie again
Positive	Guru tiktok ban agbeku ninu correct guru
Mixed feelings	@prithvi nayak lo ಶಿಷ್ಯ ವಿಷ್ಯ ಗೊತಾಯ್ತಾ... ನಾನು ಇವತ್ತು ಥಿಯೇಟರ್ ಗೇ ಹೋಗಿದ್ದೆ ದಬಾಂಗ್ 3 ಅಡ್ವಾನ್ಸ್ ಟಿಕೆಟ್ ತಗೋಳೋಕೆ.. ಅವ್ರು ಹೇಳಿದ್ರು ಏಲಿಯನ್ಸ್ ಬಂದು ಟಿಕೆಟ್ ತಗೊಂಡು ಹೋದ್ವು 1000ಡೇಸ್ sold out anta... ನಂಗೆ ಸುರ್ಪ್ರೈಸ್ ಆಯ್ತು ಲುಚ್ಚಾ ಸುದೀಪ್ ಗೇ ಬೇರೆ ಗ್ರಹ ದಲ್ಲೂ ಫ್ಯಾನ್ಸ್ ಇದಾರೆ ಅಂತಾ omg.. !!!
Positive	Usefull tq amar prasad
unknown state	Who else remembered rango???
not-Kannada	Hit like for Dboss
Positive	Creative kannadiga super neevu..
Positive	Simple star fans like madi
Negative	ಏನ್ ಹೇಳೋಣ.....?nSimply ಸೂಪರ್.......nದಿಯಾ ಮಾತ್ರ ಅಲ್ಲ... ಇಂಥಹ ಹಲವು ಸಿನಿಮಾಗಳು  ಗೆಲ್ಲುತ್ತಾ ಇಲ್ಲ...ನನ್ನ ಪ್ರಕಾರ ಥಿಯೇಟರ್ ನ ಟಿಕೆಟ್ ಬೆಲೆ ಕಡಿಮೆ ಅಗಬೇಕು.
Positive	Super hands up
Negative	Anjali Devi  I hate anjali manjali gunjali
not-Kannada	super bro love you
Negative	@Sweekar Gowda Nim mane hatra ಊಟಕ್ಕೆ Jana galige kasta agtideya.nidre Avar place n avar Mobile number send madu.nಇನ್ನೊಂದು ಅರ್ಥ ಮಾಡ್ಕೊ nCorona ilde idaglu ninninda tegalo msg bandidave nOlle ಎಡಬಿಡಂಗಿ ತರ ಆಡಬೇಡಾnProcedure ge hana mukya alvo gottilla ಆ film technician ge avaru innondu chance kodabeku adu mukya nಅರ್ಥ ಮಾಡಿಕೊ ಮೂರ್ಖ ಶಿಕಾಮಣಿ
Negative	Odeya nodokke theater ge ogide janane eddilla vaapas banbitri nanu nan frds 🤦‍
Positive	Enta matu super
Positive	ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಡೈನಾಮಿಕ್ ಪ್ರಿನ್ಸ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಸರ್ ಗೆ ಅಭಿನಂದನೆಗಳು ಮತ್ತು ಈ ಚಿತ್ರವು ಜನರ ಮನಸ್ಸನ್ನು ಗೆಲ್ಲಲಿ ಎಂದು ಹಾರೈಸುತ್ತೇವೆ...n                            - ಜೈ ಡಿ ಬಾಸ್
Positive	Tiktok ....byan agiddu olledu aythu anna
Negative	@Sachin Y S ik pakka avara irtar
Positive	Hands up ಹಿದು ಆನಾವರತ
Positive	movie was legendary. ninu itihasa baryoke bandirodu maga. kannada indutry history baredre eradu part irutte ondu rakshit baroku munche mattondu rakshit  bandadmele
Positive	Rocking star and simple star
Positive	ಮಸ್ತ್ ಐತಿ... ಅನಾಹುತ ಸಾಂಗ್ .. ಗಿಚ್ಚ್ ಐತಿ 🤘
unknown state	sanjukuamar chatnale ಲಷಣ
Positive	ಒಳ್ಳೆತನಕ್ಕೆ ಈ ಪ್ರಪಚದಲ್ಲಿ ಬೆಲೆ ಇಲ್ಲ ಸರ್ . ಆದ್ರೆ ಒಳ್ಳೆತನ ಯಾವತ್ತೂ ಸೋಲೋದ್ಧಿಲ್ಲ ಗೆದ್ಧ್ಚೆ ಗೆಲ್ಲುವೆ ಒಂದು ದಿನ
Positive	ಒಡೆಯ ನಿಮ್ಮ ಪ್ರೀತಿಯ ದಾಸ ಮತ್ತು ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಒಳ್ಳೆದಾಗಲಿ  ಜೈ ಕನ್ನಡ  ಸಿನಿಮಾ
Negative	@naveen v nim gandu balegara movie yalla utterflop modlu side acting madudu ಬಿಡು anu modlu
Positive	ಹಲೋ ದಿಯಾ ಸಿನಿಮಾ ಸಂಬಂಧಪಟ್ಟವರು ನಿಮ್ಮ ಅಕೌಂಟ್ ಡೀಟೇಲ್ ಕೊಡಿ.. ದುಡ್ಡು ಹಾಕ್ತೀವಿ ಪ್ಲೀಸ್ ಕೊಡಿnಪ್ಲೀಸ್......
Positive	Thappu ella nima kelavodu dailog druva sarja thara ede sprrrr
Positive	ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ
Positive	ನಾನು ಕನ್ನಡದ ಗುಲಾಮ.. ನನಗೆ ಈ ಪದ ಯಾಕೆ ಅಷ್ಟು ಇಷ್ಟ ಆಯ್ತು ಅಂದ್ರೆ ಸಾಹಿತ್ಯ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಮೂಡಿ ಬಂದಿದೆ
Positive	Neevu namma spurthi
Negative	ಸಾರ್  ಇದು ಕಲ್ಪನೆಯ ಕಥೆಯ ಏನು ನಿಜವಾದ ಕಥನ
Positive	Bigg boss nalli kalisri nijwaglu help maadida haage aaguthe intha olle artist ri ivaru kasta dalli iddaare
Mixed feelings	@Dhee Pu adu hachchagannda allappa achchakannada
Positive	ಹೌದ್ ಹುಲಿಯ ...nHands up .. ಅವನು ಬರ್ತಿದಾನೇ ಬಂದ ಮೇಲೇ ಪಕ್ಕಾ ಬೇರೇ ಇತಿಹಾಸ ಸೃಷ್ಟಿ ಆಗುತ್
Mixed feelings	Bari mosa Kano
Negative	@shivaraj shivu Mathe Yavaglu Telugu Ge  yake saitare alllli erorela?
not-Kannada	Awesome song
not-Kannada	B hj 8550080942
unknown state	ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸಿದ ಸಾಂಗ
Positive	Nav evna nodabahuda
not-Kannada	Super sir super super super super
Negative	@Gagan Gouli baya yake bro follow madi astondu kettoralla navu
Positive	Thank you Akhillanna
Mixed feelings	Bro Game yavdu Adu
Negative	@d boss mania o brame nivu ede tara tilkolli avaru belitare
Positive	@#win 12 nodidini sir
not-Kannada	Any non kannadiga here?
Positive	Super tippa story
Positive	Navu delet madi tumba dina aytu
Negative	Hahaha sisya yavano nin mobile hegrisidane antha kansutte hahahaha...
Positive	Sachien  karnatakada cinemadalli adbuta nata ivara tande nanu bala ista pado vekti abarigondu nanna abhinandane
Mixed feelings	@Manjunath v ನಾನು ಅಷ್ಟೇ ಯಶ್ ಫ್ಯಾನ್
Positive	ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನ ಶುಭವಾಗಲಿ
Positive	Sandalwood all dairecters legends
Positive	En ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್
Positive	Chindi... Song
Negative	ಸರಿಯಾಗಿ ಹೇಳ್ದೆ ಗುರು ಊಗಿ ಚೀನಾಗೆ ಹುಟ್ದ್ ಗ್ ಆಡೋ ನಾಯ್ಗಳಿಗೆ
Negative	@sangeetha.k. chinnu ಶೋ ಕಚಡಾ ಇಲ್ಲರಿ ಜನ ಹಂಗ ಬರತಾರ
Positive	ಪ್ರಜ್ವಲ್ ದೇವರಾಜ ಗೆ ಈ ಸಿನಿಮಾ ಟರ್ನಿಂಗ್  ಪಾಯಿಂಟ್ ಅಗೋಡ್4ಅಲ್ಲಿ ಅನುಮಾನನೆ ಇಲ್ಲ
Positive	ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಹೊಸ ಚಲನಚಿತ್ರn ಯಾವದು ಅದುnಅವನೇ ಶ್ರೀಮನ್ನರಾಯಣ
Positive	Jai ASN @Paramvah Music
Negative	Full gichhh Madi nod anaa mast
not-Kannada	Good work prajju🥰
Negative	Sir Nam kannada hudga andre enu anta ha loper manganna ni ge torsi sir next film nalli in yavano sikkudre avna hinde nu hogtale avlu kannadigara takattu enu anta avlige gottagbeku
Positive	WOW MASTH MUSIC
unknown state	@Pooja Gupta true
Negative	ಈ ಸಿನಿಮಾ ರಿಲೀಸ್ ಆದ ಸಮಯ ಸರಿಯಿಲ್ಲ.... ಈ ತರ ಸಿನೆಮಾ ಸ್ಟೂಡೆಂಟ್ ಹಾಗೂ IT ವಲಯದವರಿಗೆ ಹೆಚ್ಚಾಗಿ ಇಷ್ಟವಾಗುತ್ತಿತ್ತೇನೋ...
Positive	Subscribe aade guru
Positive	Super tippa story
Positive	hands up guru
Mixed feelings	Shetru always different
Negative	@Nandi Parthasarathi le nayi ninu slumu navalla nana one day madu kharchu ninu ondu varakke madtiya hagnta nange yava chatnu illa
not-Kannada	Super d boss 🥰 🤳
Positive	Super talented rs
Negative	No way chance illa  ivaga elli edane proof kodi  nambteevi
Positive	Miikaaaaa Instagramers roast next Anna
Positive	Pade pade kelabeku anisutte.....
Negative	Gichhh movie
Positive	Super song pakka block buster
not-Kannada	Dance steps
not-Kannada	Super song and making to 100%
Positive	Superb guru...hogiri makke tiktok ishta padorige
Positive	Nanu 2 weaks ninda huccha agbitidini boss song ge fiddha agbitidini
Positive	Super song guru
Positive	Supperb broo... Sakathagi helidira
Positive	Madhu Ranju nAvane Srimannarayana Trailer-BGM n          Re-Createdn
Positive	ಫೆಂಟಾಸ್ಟಿಕ್ ಸಾಂಗ್ ಇನ್ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಫುಲ್ ಡಿಫರೆಂಟ್ ಟೈಪ್ song ಫುಲ್ ಗಿಚ್ಚ
Negative	Saku thika muchu shoki nan magne
Mixed feelings	Saryagi rubbidira brother
Negative	Lol telegram bandirodu alla Amazon prime bandirodu adanna pirate madi telegram hakidarenNivgalu theatre gu hogalla mobile bandru pirate nodtira
Negative	Hejje hejjege tik tokers troll and roast maadi
Positive	Super guru munduvarisi
Positive	ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
Positive	Super movie sir
Positive	ಆಶಿಕ ಸುಮ್ನೆ ನೀವೇ ಮದುವೆ ಆಗಿ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರಿಗೆ .... ಜೋಡಿ ತುಂಬಾ ಚೆನ್ನಾಗಿರುತ್ತೆ....nnIn beauty you >>>>>>>>>>•••• Rashmika
unknown state	Basanni baa  kannada movi
not-Kannada	Kannada and even tamil super
Mixed feelings	@Nandi Parthasarathi ನಂದಿನಿ ಹಾಲು... ಕೊಡೆ
not-Kannada	Song super bro
Positive	Super song bro.... estsari kelidaru mate kelbek ansute...
Positive	Yalla hero fans e movie naa support madtini annoru like madi
unknown state	Difirent music & lirics
Mixed feelings	Love ನಲ್ಲಿ ನೀನು ph
not-Kannada	Supar friend supar
Positive	Guru nin yelli adru tagondi roast madodu bidbeda ninge bekadre kaalige biltini
unknown state	ಇ ಎಡಿಟ್ ಹೇಗಿದೆn
unknown state	Malayalam singer
Positive	ಎಷ್ಟು ಕೇಳಿದರು ಸಾಕಗಲ್ಲ
Mixed feelings	Hen helde guru
Positive	Best episode sir
Negative	Hindi elitha handig uttad hadbi nan magne
not-Kannada	I never expect a Kannadiga troll like. I am Impressed so I liked it. Keep rocking. jai hind jai karnataka
Positive	E cinema na kandita theatre alli ne nodteni
Negative	@TROLL MONSTER_KANNADA @vishal shetty @vinodkalmani @Italy Davi lowdan Lovezz Candy  ಅಂತಾ blind followersಗೆ ಈ ರೀತಿ ಅರ್ಥ ಮಾಡಿಸಬೇಕಾ???? ನೆನ್ನೆ ಮೊನ್ನೆ ಲಬೊ ಲಬೋ ಅಂತ ಬಾಯಿ ಬಡ್ಕೋತಿದ್ದ..... ಇವತ್ತು ಅದೆಲ್ಲಿ ಹೋದನೊ???? mobile no. ಹಾಕೋಕು ಹೆದರಿಕೆ ಬೋಳಿಮಗನಿಗೆ..... ಸುಮ್ನೆ ಬಾಯಿ ಹರಿದುಕೊಂಡು ಅಮ್ಮನ್ ಅಕ್ಕನ್ ಅನ್ನೋದಲ್ಲ..... ನೀವೂ ಗಂಡಸರೆ ಆಗಿದ್ರೆ ನಿಮ್ ನಂಬರ್ ಹಾಕ್ರೋ ಬೇವರ್ಸಿ ಬೋಳಿಕೆಗಳ..... ಥೂ ನಿಮ್ ಜನ್ಮಕಿಷ್ಟು ಬೆಂಕಿ ಹಾಕ.....
not-Kannada	Super dance step
Positive	@mallikarjun Dhanashetty Elrigoo nimtharane yochne bandre kannada top allirodhu..
unknown state	Amazon Prime li sigtide
Negative	ಟೆಲಿಗ್ರಾಮ್ ಅಂತ  app  ಇದೆ ಅದನ್ನ ಮೊದಲು ಬ್ಯಾನ್ ಮಾಡ್ಸಿ ಸರಿಹೋಗತ್ತೆ ...ಹೊಸ ಕನ್ನಡ ಸಿನಿಮಾ ರೀಲಿಸ್ ನಾಳೆಗೆ ಬಂದಿರುತ್ತೆ ಮೊಬೈಲ್ ಗೆ ಟೆಲಿಗ್ರಾಮ್ ಅಲ್ಲಿ
Positive	ಸುಮಾರು ೨೪-೨೫ ವರ್ಷದ ಹಿಂದೆ ಕ್ಯಾಸೆಟ್ ಮೂಲಕ ಕೇಳಿದ ತೊಗರಿ ತಿಪ್ಪನ ಕಥೆಯಿದು. ಇಂದಿಗೂ ಅದೇ ನಗು
unknown state	Hi my friend
not-Kannada	Hindi mai karo plz
not-Kannada	Super video
not-Kannada	His a bang bang
Positive	ತೊಗರಿ ತಿಪ್ಪ    ಒಂದು ಓಳ್ಳೇ ಕಥೆ ಕಣ್ರೀ
Positive	ಜೈ ಕರ್ನಾಟಕ. ಜೈ rakshith shetty.
Mixed feelings	No its 22M views
unknown state	Hands up for #ASN
Negative	@Nithin Kumar Sasthana madbeku intha kachada galana...
not-Kannada	Super bro I support u
unknown state	ravi chandra ಸಂಗ ಸ
not-Kannada	Bindu gowda dagar
Positive	Superb movie sir.... awesome
Mixed feelings	ಇವನೆ ಶ್ರೀ ಮಾನನಾರಯಣ
Positive	ಇದು ಇತಿಹಾಸ ಸೃಷ್ಟಿಸೇೂ ಅವತಾರ.......nnಅವನೇ ಶ್ರೀಮನ್ನಾರಯಣ
Positive	Hit bidu guru
Negative	Bro nimgenu thale kettidiya film release agde video song bittidiralla  yella hal madkothira idunnella bittu channag promotions madi bere languages nalli
Positive	Ayyoo.  Teligram nalli 10 ralli 9 jana nodidaare..n Matte naanu 12 saari nodidini ..what a movie ya... Mother sentiment
Mixed feelings	ದರ್ಶನ್ ಸರ್ ಇಂಥವರಿಗೆ ಸಹಾಯಬೇಡ ದಾರಿದೋರಿಸಿ ಪ್ಲೀಸ್
Negative	E nayi nann makkalage thiliyode illa
Positive	@kushal kumar thankz hage insta alli follow madi
Negative	Thu nem yogyathe ge maha vishnu hesaru ettu entha movie tegitira nachige agbeku nemge
Positive	#ASN chitrakke olle dagli song atu adbuta reethili moodi bandide...
Positive	Mastu mastu... Idu Idu bekagirodu...
Positive	Jivanakke ondu holle adaara e togari tippana Kate always Anna nanu kuda Sumatra baari kelta idde youtob nali nodi rumba santosha ayhatu anna
Positive	Yeshto dinagal nantra sanchari vinay avranna nodi kushi aithu
Positive	Sakath beats..Matte Matte kelabeku anno song..
Positive	ನಾವು ಚಿಕ್ಕರಿದ್ದಾಗ ತೊಗರಿ ತಿಪ್ಪನ ಕತೆಯ ಕ್ಯಾಸಟ್ ಹಾಕಿ ಕೇಳಿ ಬಿದ್ದು ಬಿದ್ದು ನಗುತ್ತಿದ್ದೆವೆ. ಅದೇ ಕತೆಯನ್ನು ಈಗ ಕೇಳಿ‌ದರೆ ಮತ್ತೆ ಮತ್ತೆ ಅದೇ ನಗು...nಈ ಕತೆಯನ್ನು ನಮ್ಮ ಉತ್ರರ ಕರ್ನಾಟಕದ ಗಂಡು ಭಾಷೆಯಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಹಾಸ್ಯ ಚಟಾಕಿಗಳೋಂದಿಗೆ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಅವರ ಈ ಕಾರ್ಯ ಅತಿ ಶ್ಲಾಘನೀಯ. ಇಂತ ಕತೆಗಳು ಕನ್ನಡದಲ್ಲಿ ಹರಿದು ಬರಲಿ...nಇಂತ ಜಾನಪದ ಹಾಸ್ಯ ಚಟಾಕಿ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಇವರಿಗೆ ಒಂದು ದೊಡ್ಡ ನಮಸ್ಕಾರ......
Mixed feelings	Nev helerodu tappe illa sir
Positive	ಇದು ಚರಿತ್ರೆ ಶೃಷ್ಟಿಸೋ ಅವತಾರ nರಕ್ಷಿತ್ ಶೆಟ್ಟಿ Namma Emotion ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ
Negative	Nija heliddiya guru.nEvr mane yaradru bordernalli sattidre gottagodu.
Positive	Still trending number one !!
Positive	ಇಂತವರಿಗೆ ಟಪ ಟಪ ಟಪ ಟಪ ಹೊಡಿಬೇಕು
not-Kannada	Teja Madarkhandi Teju
not-Kannada	Bhagya Lakshmi 9
Mixed feelings	100 alla 200 million agutte
unknown state	Namm department nalli clark kaali adaaw yaradru candidates edry hyli n9901919091 WhatsApp msg maadriii
Positive	Super boos jai d boss
Positive	Yaarigu yaarannu holike madodu beda raj is raj shankar is only shankar vishnuji is only vishnuji.. !! Haage rakshith kooda rakshith andkolrii jagala yaake.... !!!yaaru yaarnu beat madodu beda avarade aada history create maadlii khushipadona ashte elru nammavre hottekicchu beda friends... !!
